"id","鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積.平方公尺.","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯","移轉編號","X","X.1","X.2","X.3","X.4","Response_X","Response_Y","Count"
1972,"南屯區","房地(土地+建物)+車位","楓和路661~690號",31.99,"都市：其他:第二之二種住宅區","","",1090919,"土地1建物1車位1","十一層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1010808,221.17,3,2,2,"有","有",14380000,65018,"坡道平面",28.49,0,"","RPTTMLLLIIPFFCB48DA","108.79","20.62","0","有","","","","","","",211960.12,2668158.253,1
1973,"西屯區","房地(土地+建物)+車位","臺灣大道三段661~690號",27.1,"都市：其他:第三種商業區","","",1090725,"土地1建物1車位2","十一層","二十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031204,331.84,4,2,3,"有","有",27750000,83625,"坡道平面",59.9,0,"","RPPRNLNLIIPFFCB18DA","154.98","28.82","0","有","","","","","","",212873.871,2674224.262,2
1974,"西屯區","房地(土地+建物)","青海路二段121~150號",48.55,"都市：其他:第三之二種住宅區","","",1091007,"土地4建物3車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730315,156.31,7,0,7,"有","無",12740000,81505,"",0,0,"","RPRQMLRLIIPFFCB58DA","136.88","19.43","0","無","","","","","","",212905.799,2674609.569,2
1975,"西屯區","房地(土地+建物)+車位","洛陽路118巷1~30號",23.31,"都市：其他:第二種住宅區","","",1090925,"土地1建物1車位1","八層，九層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",870527,172.57,5,4,2,"有","有",14000000,81126,"坡道平面",14.43,0,"","RPUUMLRLIIPFFCB66DA","102.77","11.09","0","有","","","","","","",214655.646,2673588.145,5
1976,"西屯區","房地(土地+建物)+車位","臺灣大道三段361~390號",46.22,"都市：其他:第六種新市政中心專用區","","",1091012,"土地1建物1車位3","二十四層","三十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1000121,844.64,0,0,0,"無","有",61000000,72220,"坡道平面",43.59,0,"毛胚屋","","RPRNMLSLIIPFFCB38DA","486.53","40.05","0","有","","","","","",212873.871,2674224.262,2
1977,"西屯區","房地(土地+建物)","福聯街31~60號",8.25,"都市：其他:第一種住宅區","","",1091019,"土地1建物2車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830610,45.74,1,0,1,"有","有",2400000,52470,"",0,0,"","RPSNMLSLIIPFFCB48DA","26.32","4.88","0","有","1858","","","","","",210188.475,2675958.66,2
1978,"西屯區","房地(土地+建物)+車位","市政北六路1~30號",19.85,"都市：其他:第六種新市政中心專用區","","",1090903,"土地1建物1車位2","十一層","二十六層","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造",990112,320.49,3,2,2,"有","有",34000000,106088,"坡道平面",41.16,0,"含裝潢費","","RPTNMLSLIIPFFCB58DA","173.73","24.15","0","有","","","","","",213420.871,2673320.23,4
1979,"西屯區","房地(土地+建物)+車位","市政路61~90號",30.6,"都市：其他:第四之一種商業區","","",1090923,"土地1建物2車位3","十七層","三十九層","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造",991124,474.2,0,0,0,"無","有",52800000,111345,"坡道平面",0,0,"","RPOOMLSLIIPFFCB18DA","203.7","43.69","0","有","","","","","","",212427.458,2673130.896,1
1980,"南屯區","房地(土地+建物)","黎明路一段242巷1~30號",21.84,"都市：其他:第二之二種住宅區","","",1090921,"土地3建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701229,69.22,3,2,1,"有","無",3800000,54897,"",0,0,"含仲介費","","RPOPMLSLIIPFFCB28DA","67.07","2.15","0","無","1859","","","","",212183.524,2668032.001,1
1981,"西屯區","房地(土地+建物)+車位","臺灣大道二段841~870號",15.53,"都市：其他:第三種商業區","","",1090922,"土地1建物1車位1","十七層","二十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1001228,229.24,4,2,2,"有","有",19300000,84191,"坡道平面",24.95,0,"","RPVQMLQLIIPFFCB88DA","109.06","28.08","0","有","","","","","","",214477.287,2673091.697,7
1982,"西屯區","房地(土地+建物)+車位","臺灣大道三段691~720號",12.22,"都市：其他:第四之一種商業區","","",1091003,"土地1建物1車位1","十七層","二十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",980914,158.83,2,2,2,"有","有",11570000,72845,"坡道平面",33.21,0,"","RPUUMLQLIIPFFCB56DA","74.44","8.69","0","有","","","","","","",212873.871,2674224.262,2
1983,"南屯區","房地(土地+建物)","向心南路982巷1~30號",20.87,"都市：其他:第二種住宅區","","",1090930,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",711014,75.48,2,2,1,"有","無",3930000,52067,"",0,0,"","RPPNMLTLIIPFFCB28DA","61.56","7.5","0","無","1862","","","","","",213987.649,2670280.506,4
1984,"西屯區","房地(土地+建物)","福安十街71巷1~30號",27.22,"都市：其他:第三種住宅區。","","",1091012,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",750725,92.48,3,1,2,"有","無",2200000,23789,"",0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPWNMLTLIIPFFCB98DA","75.13","5.12","0","無","","","","","",211013.277,2674419.222,1
1985,"西屯區","房地(土地+建物)+車位","國安一路61~90號",11.24,"都市：其他:住宅區","","",1090928,"土地1建物1車位1","十一層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",960907,108.64,2,1,1,"有","有",8200000,75479,"坡道平面",20.98,0,"親友、員工、共有人或其他特殊關係間之交易","","RPUPMLSLIIPFFCB88DA","54.45","6.87","0","有","","","","","",210377.127,2676368.953,2
1986,"豐原區","房地(土地+建物)+車位","大明路121~150號",17.48,"都市：其他:第二種住宅區","","",1090916,"土地1建物1車位2","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820504,110.03,3,2,2,"有","有",6000000,54531,"升降機械",0,0,"","RPUSMLQKRHPFFDB17DA","70.67","11.15","0","有","","","","","","",220295.314,2682081.046,4
1987,"豐原區","房地(土地+建物)","直興街181~210號",15.3,"都市：其他:第三種住宅區。","","",1091005,"土地1建物1車位0","一層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",850905,100.18,3,2,2,"有","有",5300000,52905,"",0,0,"其他增建","","RPPPMLRLIIPFFDB38DA","64.03","12.66","0","有","1868","","","","",222136.928,2683491.623,3
1988,"太平區","房地(土地+建物)","長億路61~90號",62,"都市：其他:商業區","","",1090921,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",740717,171.29,5,2,3,"有","無",12500000,72976,"",0,0,"頂樓加蓋","其他增建","","RPVOMLOLRHPFFJB37DA","155.22","16.07","0","無","","","","",221012.008,2667714.026,2
1989,"潭子區","房地(土地+建物)","龍興三莊61~90號",103,"","鄉村區","乙種建築用地",1090911,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",670710,90.88,7,4,4,"有","無",6400000,70423,"",0,0,"未登記建物","","RPPOMLNKIIPFFHB18DA","90.88","0","0","無","","","","","",222583.63,2679016.578,0
1990,"東勢區","房地(土地+建物)","東坑路7巷1~30號",77.6,"","","",1090926,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",660501,89.86,4,2,2,"有","無",3700000,41175,"",0,0,"","RPQNMLKLIIPFFGB87DA","89.86","0","0","無","252","","","","","",232974.84,2682498.416,3
1991,"沙鹿區","房地(土地+建物)","鎮南路一段199巷1~30號",333.58,"都市：其他:第二種住宅區","","",1091012,"土地2建物1車位0","全","二層","透天厝","住家用","加強磚造",800816,216.04,6,2,3,"有","無",14300000,66191,"",0,0,"僅車位交易","","RPQNMLSLIIPFFFB58DA","211.09","4.95","0","無","","","","","",206685.053,2678226.2,1
1992,"清水區","房地(土地+建物)","建國路91~120號",50.5,"都市：其他:第四種住宅區","","",1090921,"土地1建物1車位0","十四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",940927,178.39,3,2,2,"有","無",5120000,28701,"",0,0,"","RPOQMLRLIIPFFFB58DA","99.38","12.88","0","有","","","","","","",205357.124,2685184.694,2
1993,"沙鹿區","房地(土地+建物)","忠貞路246巷25弄31~60號",81,"都市：其他:第二種住宅區","","",1090521,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",820302,165.69,3,2,2,"有","無",8000000,48283,"",0,0,"","RPWOMLSLIIPFFFB66DA","156.67","9.02","0","無","","","","","","",210389.396,2681899.79,1
1994,"潭子區","房地(土地+建物)+車位","復興路一段1~30號",26.43,"都市：其他:住宅區","","",1090926,"土地1建物1車位1","三層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840312,162.83,4,2,2,"有","有",6500000,39919,"坡道機械",0,0,"","RPOOMLOKIIPFFHB18DA","92.14","33.78","0","有","","","","","","",220198.179,2677740.109,3
1995,"潭子區","房地(土地+建物)","中山路一段7巷1~30號",19.54,"都市：其他:住宅區","","",1090918,"土地1建物1車位0","五層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",801129,91.9,2,2,2,"有","有",4600000,50054,"",0,0,"含土地增值稅或其他稅費","含地政士服務費","","RPTNMLMKIIPFFHB38DA","71.42","7.02","0","有","","","","",219722.904,2675899.352,2
1996,"潭子區","房地(土地+建物)","大智街15巷2弄1~30號",20.88,"都市：其他:住宅區","","",1091009,"土地1建物1車位0","六層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810615,102.53,3,2,2,"有","有",4520000,44085,"",0,0,"","RPRNMLTLIIPFFHB98DA","71.97","7.51","0","有","1887","","","","","",220430.144,2678075.365,3
1997,"大雅區","房地(土地+建物)","中山北路121~150號",11.31,"都市：其他:住宅區","","",1090827,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700115,41.79,1,2,1,"有","無",2450000,58626,"",0,0,"","RPOOMLNLIIPFFHB18DA","41.79","0","0","無","1889","","","","","",213911.878,2680076.001,3
1998,"太平區","房地(土地+建物)","太平二一街9巷1~30號",73.03,"都市：其他:第二種住宅區","","",1090810,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",680101,87.72,3,2,2,"有","無",7000000,79799,"",0,0,"一樓空地、一樓騎樓其他增建","","RPPNMLLKQHPFFJB78DA","87.72","0","0","無","","","","","",220800.149,2668927.04,0
1999,"烏日區","房地(土地+建物)","溪南路一段988巷296弄31~60號",108.55,"","特定農業區","甲種建築用地",1090113,"土地3建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1090811,181.43,4,3,4,"有","無",13500000,74409,"",0,0,"","RPXRMLNKIIPFFIB76DA","152.16","29.27","0","無","","","","","","",212914.889,2662968.262,0
2000,"豐原區","房地(土地+建物)","中正路811~840號",27.06,"都市：其他:住宅區","","",1091006,"土地1建物1車位0","六層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820325,120.16,3,2,2,"有","有",4900000,40779,"",0,0,"","RPPNMLKMIIPFFDB57DA","79.76","16.08","0","有","","","","","","",219463.421,2682642.395,3
2001,"豐原區","房地(土地+建物)","三豐路一段103巷1~30號",70.16,"都市：其他:第三種住宅區。","","",1091005,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",620615,112.77,3,2,2,"有","無",11180000,99140,"",0,0,"","RPUNMLQJIIPFFDB38DA","112.77","0","0","無","1898","","","","","",221635.236,2683424.24,4
2002,"西屯區","房地(土地+建物)","順和三街1~30號",107.43,"都市：其他:第二種住宅區","","",1091004,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1020710,204.68,4,3,5,"有","無",18500000,90385,"",0,0,"陽台外推","其他增建","","RPUQMLSLIIPFFCB98DA","182.5","22.18","0","無","","","","",208223.136,2674777.691,1
2003,"西屯區","房地(土地+建物)+車位","皇城街1~30號",33.59,"都市：其他:第二種住宅區","","",1090729,"土地1建物1車位1","六層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",961226,212.34,4,2,2,"有","有",10000000,47094,"坡道平面",0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPVQMLSLIIPFFCB09DA","112.37","13.51","0","有","","","","","",215656.261,2674557.248,8
2004,"西屯區","房地(土地+建物)+車位","臺灣大道四段1171~1200號",27.19,"都市：其他:第三之一種住宅區","","",1091014,"土地1建物1車位2","十九層","二十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",960817,473.94,4,2,3,"有","有",35000000,73849,"坡道平面",46.66,0,"","RPVNMLTLIIPFFCB88DA","263.75","48.8","0","有","1901","","","","","",208932.709,2675299.639,1
2005,"西屯區","房地(土地+建物)","櫻城二街1~30號",3.63,"都市：其他:第三之二種住宅區","","",1090903,"土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840424,20.79,1,1,1,"有","有",1355000,65176,"",0,0,"","RPPOMLTLIIPFFCB38DA","11.81","2.17","0","有","1903","","","","","",214580.905,2673906.493,5
2006,"西屯區","房地(土地+建物)","西屯路二段271~300號",4.67,"都市：其他:第一種商業區","","",1091006,"土地2建物1車位0","四層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830523,38.15,1,1,1,"有","有",1500000,39318,"",0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPTPMLTLIIPFFCB88DA","21.07","0.94","0","有","","","","","",213317.75,2675006.004,3
2007,"南屯區","房地(土地+建物)+車位","五權西路二段1~30號",20.95,"都市：其他:第二種住宅區","","",1091009,"土地1建物1車位1","二層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",970409,238.31,3,2,2,"有","有",16000000,67139,"坡道平面",23.24,0,"陽台外推","","RPTNMLKMIIPFFCB87DA","129.79","23.92","0","有","","","","","",214601.867,2670553.075,3
2008,"南屯區","房地(土地+建物)+車位","大聖街151~180號",18.78,"都市：其他:第二種住宅區","","",1091006,"土地1建物1車位1","八層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",880211,215.14,3,2,2,"有","有",17500000,81342,"坡道平面",0,0,"","RPPOMLKMIIPFFCB57DA","119.02","16.02","0","有","","","","","","",214579.986,2672429.819,4
2009,"南屯區","房地(土地+建物)+車位","向上路三段61~90號",7.82,"都市：其他:市場用地","","",1090924,"土地1建物1車位1","四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840112,94.68,3,1,1,"有","有",6460000,68230,"坡道機械",0,0,"","RPVTMLLLIIPFFCB68DA","56.45","7.06","0","有","","","","","","",211812.456,2671166.648,1
2010,"西屯區","房地(土地+建物)","智惠街131巷31~60號",225,"都市：其他:第三之二種住宅區","","",1090703,"土地2建物1車位0","全","二層","透天厝","住家用","加強磚造",751211,150.23,3,2,2,"有","無",85214300,567226,"",0,0,"","RPRQMLPKIIPFFCB28DA","135.58","14.65","0","無","","","","","","",213666.299,2673750.506,4
2011,"西屯區","房地(土地+建物)","智惠街131巷31~60號",124,"都市：其他:第三之二種住宅區","","",1090706,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",751211,146.7,3,2,2,"有","無",40928800,278997,"",0,0,"","RPUQMLPKIIPFFCB58DA","132.4","14.3","0","無","","","","","","",213666.299,2673750.506,4
2012,"西屯區","房地(土地+建物)","智惠街131巷31~60號",123,"都市：其他:第三之二種住宅區","","",1090706,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",751211,146.7,3,2,2,"有","無",40928800,278997,"",0,0,"","RPVQMLPKIIPFFCB68DA","132.4","14.3","0","無","","","","","","",213666.299,2673750.506,4
2013,"西屯區","房地(土地+建物)","智惠街131巷31~60號",123,"都市：其他:第三之二種住宅區","","",1090709,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",751211,146.7,3,2,2,"有","無",45762200,311944,"",0,0,"","RPWQMLPKIIPFFCB78DA","132.4","14.3","0","無","","","","","","",213666.299,2673750.506,4
2014,"西屯區","房地(土地+建物)","智惠街131巷31~60號",122,"都市：其他:第三之二種住宅區","","",1090703,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",751211,146.7,4,2,2,"有","無",40595500,276725,"",0,0,"","RPPQMLPKIIPFFCB08DA","132.4","14.3","0","無","","","","","","",213666.299,2673750.506,4
2015,"西屯區","房地(土地+建物)","智惠街131巷31~60號",122,"都市：其他:第三之二種住宅區","","",1090708,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",751211,146.7,4,2,2,"有","無",43110880,293871,"",0,0,"","RPPPMLPKIIPFFCB97DA","132.4","14.3","0","無","","","","","","",213666.299,2673750.506,4
2016,"北區","房地(土地+建物)","南京東路二段61~90號",17.34,"都市：其他:第二種住宅區","","",1090928,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",711111,53.3,2,1,1,"有","無",2300000,43152,"",0,0,"","RPXOOLSLIIPFFBB56DA","45.24","1.41","0","無","1915","","","","","",219395.651,2672822.018,6
2017,"北屯區","房地(土地+建物)","遼陽四街91~120號",12.52,"都市：其他:第二種住宅區","","",1090921,"土地2建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",711110,44.67,2,1,1,"有","無",3000000,67159,"",0,0,"陽台外推","","RPTOMLTLIIPFFBB68DA","37.69","3.44","0","無","","","","","",218515.174,2674133.743,8
2018,"北區","房地(土地+建物)","永興街98巷31~60號",26.15,"都市：其他:第二種住宅區","","",1090917,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",770922,92.78,3,2,2,"有","無",4000000,43113,"",0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPXOMLTLIIPFFBB09DA","82.18","10.6","0","無","","","","","",217836.461,2672891.498,6
2019,"北區","房地(土地+建物)+車位","太原路二段31~60號",19.21,"都市：其他:第二種住宅區","","",1090926,"土地1建物1車位1","五層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830303,139.66,3,2,2,"有","有",8100000,57998,"坡道機械",0,0,"陽台外推","","RPVPOLSLIIPFFBB09DA","86.98","11.4","0","有","","","","","",217957.866,2673317.967,6
2020,"西屯區","房地(土地+建物)+車位","臺灣大道四段1261~1290號",7.65,"都市：其他:第一種住宅區","","",1090928,"土地1建物1車位1","十三層","二十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",990112,131.9,1,1,1,"有","有",8800000,66717,"坡道平面",0,0,"","RPVRMLQJIIPFFCB78DA","63.66","7.28","0","有","","","","","","",208932.709,2675299.639,1
2021,"西屯區","房地(土地+建物)","工業區一路58巷11弄1~30號",5.1,"都市：其他:第二種住宅區","","",1090926,"土地1建物1車位0","六層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",800911,30.34,1,0,1,"有","有",1720000,56691,"",0,0,"","RPWPMLQLRHPFFCB07DA","18.25","2.84","0","有","","","","","","",210759.329,2674764.566,1
2022,"西屯區","房地(土地+建物)","文華路211~240號",20.58,"都市：其他:第二種住宅區","","",1090926,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",770825,86.1,3,0,3,"有","有",5700000,66202,"",0,0,"","RPSNMLTLRHPFFCB76DA","67.59","8.58","0","無","","","","","","",214046.847,2675528.031,1
2023,"南區","房地(土地+建物)","學府路121~150號",16.09,"都市：其他:第二種住宅區","","",1090920,"土地6建物1車位0","五層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831229,156.66,4,2,2,"有","有",7020000,44810,"",0,0,"陽台外推","","RPPQMLQLRHPFFAB88DA","106.92","16.59","0","有","1920","","","","",216864.76,2669324.469,5
